,graphid,sketch,anomaly,anom_count
129,277,"[812, 573, 294, 205, 198, 198, 198, 198, 198, 198, 195, 198, 198, 80, 102, 198, 198, 128, 270, 67, 52, 118, 76, 56, 0, 18, 159, 184, 85, 42, 50, 0, 13, 37, 0, 134, 33, 67, 33, 66, 63, 0, 0, 56, 64, 47, 64, 44, 50, 0, 0, 0, 0, 0, 0, 0, 31, 33, 0, 0, 0, 46, 0, 29, 0, 0, 51, 50, 0, 0, 0, 0, 36, 392, 0, 0, 0, 0, 24, 13, 0, 22, 0, 0, 21, 0, 22, 59, 0, 0, 0, 10, 15, 13, 0, 4, 0, 0, 0, 0, 45, 0, 32, 44, 0, 28, 0, 44, 22, 263, 0, 0, 0, 17, 19, 0, 9, 0, 0, 0, 5, 19, 0, 6, 21, 16, 8, 0]",0,0
130,38,"[838, 669, 212, 132, 198, 198, 198, 198, 198, 198, 193, 0, 0, 117, 110, 0, 0, 92, 309, 100, 68, 121, 0, 62, 0, 14, 52, 193, 15, 81, 83, 0, 30, 111, 0, 150, 35, 55, 40, 53, 43, 0, 0, 45, 26, 0, 30, 71, 41, 0, 0, 0, 0, 0, 0, 0, 46, 23, 0, 0, 0, 40, 0, 0, 520, 29, 0, 0, 0, 0, 0, 0, 33, 0, 0, 2, 0, 0, 36, 20, 0, 23, 0, 0, 31, 0, 47, 5, 0, 0, 339, 0, 10, 8, 0, 25, 198, 198, 0, 0, 0, 0, 0, 0, 198, 6, 198, 49, 7, 0, 0, 0, 0, 0, 11, 0, 21, 0, 0, 0, 0, 0, 0, 8, 7, 13, 16, 0]",0,0
131,137,"[851, 584, 290, 175, 198, 198, 198, 198, 198, 198, 200, 0, 0, 20, 97, 0, 0, 134, 0, 57, 69, 10, 84, 64, 0, 115, 80, 0, 95, 31, 42, 0, 1, 109, 0, 88, 29, 67, 45, 66, 86, 0, 0, 86, 68, 0, 79, 40, 26, 198, 198, 0, 30, 0, 0, 0, 33, 29, 0, 0, 0, 11, 0, 43, 0, 3, 67, 60, 531, 0, 0, 461, 30, 0, 0, 0, 0, 0, 24, 13, 0, 18, 0, 0, 29, 0, 29, 15, 427, 0, 0, 9, 1, 0, 0, 32, 0, 0, 0, 0, 49, 375, 23, 35, 0, 26, 0, 25, 20, 0, 0, 0, 0, 0, 18, 0, 9, 0, 0, 0, 0, 27, 0, 8, 24, 14, 11, 1]",0,0
132,393,"[623, 279, 476, 312, 198, 198, 198, 198, 198, 198, 181, 198, 198, 64, 116, 198, 198, 111, 0, 80, 90, 94, 230, 89, 0, 6, 48, 0, 30, 46, 42, 0, 32, 55, 0, 0, 65, 70, 56, 70, 90, 0, 0, 94, 123, 0, 115, 32, 93, 0, 0, 0, 118, 0, 0, 0, 56, 32, 0, 0, 0, 0, 0, 54, 0, 0, 115, 108, 0, 0, 0, 0, 46, 338, 0, 0, 0, 0, 25, 16, 0, 31, 0, 0, 24, 0, 21, 9, 0, 0, 0, 29, 0, 0, 0, 10, 0, 0, 0, 0, 61, 0, 59, 66, 0, 14, 0, 0, 13, 222, 198, 0, 0, 28, 33, 0, 11, 198, 0, 0, 0, 1, 0, 12, 57, 31, 13, 40]",0,4
133,450,"[960, 822, 357, 282, 198, 198, 198, 198, 198, 198, 222, 198, 198, 0, 109, 198, 198, 105, 0, 73, 89, 7, 0, 86, 0, 81, 109, 0, 42, 63, 62, 86, 0, 0, 0, 52, 50, 51, 60, 45, 34, 0, 0, 36, 28, 140, 33, 0, 46, 0, 0, 0, 0, 0, 0, 0, 45, 26, 0, 0, 215, 0, 0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 150, 0, 0, 0, 33, 25, 308, 20, 0, 0, 28, 0, 0, 24, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 14, 0, 6, 13, 0, 0, 0, 0, 0, 10, 0, 28, 0, 0, 0, 35, 1, 198, 15, 5, 4, 23, 0]",0,0
134,107,"[0, 0, 360, 233, 198, 198, 198, 198, 198, 198, 213, 0, 0, 38, 169, 0, 0, 54, 0, 0, 88, 15, 106, 97, 0, 132, 182, 0, 0, 0, 0, 137, 0, 0, 0, 134, 62, 45, 68, 47, 0, 449, 0, 0, 77, 0, 86, 85, 52, 30, 7, 0, 32, 0, 0, 79, 46, 66, 0, 0, 0, 16, 0, 69, 0, 436, 0, 0, 0, 229, 0, 0, 37, 0, 0, 379, 6, 0, 0, 25, 0, 29, 8, 0, 0, 0, 29, 68, 0, 0, 0, 22, 2, 2, 37, 0, 0, 0, 0, 0, 0, 0, 55, 0, 0, 0, 0, 38, 0, 0, 0, 0, 0, 0, 31, 0, 19, 0, 0, 0, 0, 0, 0, 12, 36, 28, 16, 2]",0,0
135,240,"[1038, 929, 393, 266, 198, 198, 198, 198, 198, 198, 39, 198, 198, 13, 28, 198, 198, 7, 459, 41, 78, 6, 0, 77, 0, 137, 72, 424, 64, 33, 37, 37, 0, 0, 0, 0, 59, 3, 64, 3, 24, 0, 0, 22, 15, 54, 11, 62, 20, 0, 0, 0, 39, 0, 0, 0, 39, 43, 0, 0, 0, 9, 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 609, 0, 45, 33, 0, 22, 0, 0, 33, 0, 32, 26, 0, 0, 0, 0, 0, 1, 10, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 17, 0, 0, 20, 0, 0, 419, 0, 0, 3, 0, 17, 0, 0, 0, 9, 17, 0, 19, 0, 5, 24, 4]",0,0
136,465,"[1003, 852, 382, 300, 198, 198, 198, 198, 198, 198, 238, 198, 198, 0, 118, 198, 198, 119, 0, 90, 91, 6, 0, 93, 0, 76, 128, 0, 23, 71, 71, 52, 0, 0, 0, 81, 53, 54, 58, 60, 37, 0, 0, 37, 30, 27, 33, 0, 20, 0, 0, 0, 0, 0, 0, 0, 44, 22, 0, 0, 200, 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 132, 0, 0, 0, 44, 30, 0, 30, 0, 0, 34, 0, 0, 51, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 97, 0, 0, 0, 0, 0, 198, 11, 198, 20, 13, 0, 0, 0, 347, 27, 16, 0, 11, 0, 0, 0, 0, 1, 0, 17, 4, 8, 23, 0]",0,0
137,34,"[1118, 722, 296, 216, 198, 198, 198, 198, 198, 198, 233, 0, 0, 217, 176, 0, 0, 89, 0, 139, 70, 11, 115, 70, 0, 79, 0, 0, 28, 88, 91, 12, 157, 0, 0, 46, 70, 63, 73, 69, 111, 0, 0, 111, 87, 0, 88, 31, 12, 0, 0, 198, 0, 0, 198, 0, 44, 21, 0, 0, 0, 80, 0, 0, 0, 0, 93, 89, 224, 0, 0, 0, 50, 0, 0, 0, 0, 0, 29, 33, 0, 20, 0, 0, 20, 0, 21, 0, 0, 0, 0, 10, 60, 60, 2, 0, 198, 198, 0, 0, 71, 136, 38, 64, 0, 11, 0, 30, 10, 0, 0, 0, 0, 15, 33, 0, 19, 0, 0, 0, 0, 6, 0, 10, 51, 30, 12, 0]",0,0
138,432,"[852, 707, 394, 311, 198, 198, 198, 198, 198, 198, 254, 198, 198, 0, 121, 198, 198, 133, 0, 88, 80, 105, 0, 75, 0, 7, 0, 0, 90, 76, 69, 142, 0, 75, 0, 0, 62, 58, 59, 51, 38, 0, 0, 34, 36, 38, 25, 49, 43, 0, 0, 0, 91, 0, 0, 0, 38, 30, 0, 0, 220, 0, 0, 32, 0, 0, 0, 0, 337, 0, 0, 0, 34, 0, 160, 0, 0, 0, 25, 38, 0, 22, 0, 0, 32, 0, 21, 0, 0, 0, 0, 0, 0, 0, 51, 18, 0, 0, 77, 0, 0, 223, 0, 0, 0, 24, 0, 0, 29, 0, 0, 0, 0, 0, 7, 0, 13, 0, 0, 0, 2, 26, 0, 20, 1, 9, 19, 17]",0,0
139,70,"[0, 0, 566, 442, 198, 198, 198, 198, 198, 198, 215, 0, 0, 140, 131, 0, 0, 118, 0, 0, 113, 22, 107, 117, 0, 113, 171, 0, 0, 0, 0, 0, 32, 149, 0, 178, 89, 69, 83, 69, 0, 0, 540, 0, 32, 0, 49, 56, 46, 198, 198, 198, 0, 0, 198, 0, 83, 58, 0, 0, 0, 65, 0, 72, 0, 385, 0, 0, 0, 0, 361, 0, 41, 0, 0, 223, 0, 0, 0, 48, 0, 47, 0, 0, 0, 0, 34, 45, 0, 0, 0, 74, 9, 14, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 0, 0, 0, 0, 0, 22, 14, 0, 32, 0, 0, 0, 0, 0, 0, 30, 3, 11, 26, 0]",0,27
140,156,"[460, 243, 289, 149, 198, 198, 198, 198, 198, 198, 228, 198, 198, 18, 111, 0, 0, 130, 0, 50, 60, 119, 0, 55, 0, 10, 197, 0, 146, 29, 27, 0, 0, 0, 0, 0, 44, 63, 52, 64, 86, 0, 0, 87, 66, 104, 63, 46, 30, 0, 0, 198, 27, 0, 198, 0, 36, 65, 389, 0, 0, 6, 0, 32, 0, 6, 0, 0, 0, 0, 0, 465, 33, 0, 0, 0, 0, 0, 25, 10, 0, 30, 0, 241, 24, 0, 27, 108, 432, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 65, 0, 55, 65, 0, 40, 0, 0, 40, 0, 0, 0, 0, 0, 27, 0, 20, 0, 0, 0, 26, 46, 0, 7, 31, 23, 7, 2]",0,12
141,162,"[886, 611, 274, 173, 198, 198, 198, 198, 198, 198, 183, 198, 198, 19, 114, 198, 198, 116, 0, 98, 63, 83, 91, 73, 0, 8, 0, 0, 0, 64, 66, 175, 0, 24, 0, 92, 46, 67, 51, 66, 73, 0, 0, 67, 55, 0, 69, 27, 86, 0, 0, 0, 16, 0, 0, 0, 36, 48, 0, 0, 0, 9, 0, 29, 0, 28, 75, 73, 0, 0, 0, 634, 48, 0, 0, 0, 269, 0, 0, 12, 0, 23, 0, 0, 0, 0, 17, 0, 576, 0, 0, 6, 2, 1, 79, 1, 0, 0, 0, 0, 46, 0, 28, 52, 0, 0, 0, 23, 0, 0, 0, 176, 0, 40, 26, 0, 11, 0, 0, 0, 0, 0, 0, 8, 20, 16, 10, 0]",0,0
142,414,"[1177, 1035, 260, 176, 198, 198, 198, 198, 198, 198, 236, 198, 198, 0, 105, 198, 198, 138, 0, 83, 80, 89, 0, 66, 0, 13, 56, 0, 37, 67, 70, 75, 0, 0, 0, 44, 41, 61, 50, 69, 42, 0, 0, 28, 27, 129, 21, 54, 58, 0, 0, 0, 0, 0, 0, 0, 45, 29, 0, 0, 197, 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 135, 0, 0, 0, 29, 32, 461, 24, 0, 0, 31, 0, 28, 8, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 100, 0, 0, 0, 0, 0, 0, 15, 0, 4, 12, 0, 0, 0, 0, 20, 12, 0, 20, 0, 0, 0, 43, 8, 272, 6, 4, 7, 15, 0]",0,0
143,323,"[1132, 979, 323, 238, 198, 198, 198, 198, 198, 198, 194, 198, 198, 8, 103, 198, 198, 129, 0, 78, 70, 169, 0, 67, 469, 10, 126, 0, 4, 72, 67, 0, 0, 48, 443, 0, 45, 65, 46, 66, 35, 22, 0, 28, 27, 118, 21, 38, 42, 0, 0, 0, 0, 0, 0, 0, 49, 21, 354, 0, 0, 6, 0, 28, 0, 0, 0, 0, 0, 0, 0, 12, 37, 0, 0, 0, 0, 0, 39, 27, 0, 19, 0, 164, 41, 0, 20, 46, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0, 81, 0, 10, 0, 8, 0, 0, 0, 46, 0, 0, 11, 1, 5, 17, 0]",0,0
144,196,"[1068, 916, 291, 218, 198, 198, 198, 198, 198, 198, 64, 198, 198, 265, 30, 0, 0, 14, 0, 75, 66, 134, 0, 73, 0, 40, 112, 0, 93, 63, 68, 0, 179, 0, 0, 0, 52, 8, 46, 9, 39, 0, 0, 30, 27, 23, 22, 69, 22, 0, 0, 0, 56, 0, 0, 0, 36, 35, 0, 0, 0, 86, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 557, 0, 0, 0, 0, 39, 29, 0, 21, 0, 0, 34, 0, 36, 52, 0, 0, 0, 0, 62, 59, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 0, 0, 25, 352, 0, 0, 0, 21, 10, 0, 18, 0, 0, 0, 3, 19, 0, 13, 2, 4, 8, 16]",0,0
145,213,"[1014, 684, 236, 153, 198, 198, 198, 198, 198, 198, 325, 198, 198, 40, 122, 198, 198, 137, 0, 91, 51, 5, 110, 50, 430, 83, 90, 0, 17, 66, 60, 95, 3, 0, 371, 0, 46, 57, 47, 60, 110, 0, 0, 107, 77, 140, 70, 16, 55, 0, 0, 0, 37, 0, 0, 0, 44, 31, 0, 0, 0, 17, 188, 44, 0, 0, 74, 65, 0, 0, 0, 0, 25, 0, 0, 0, 0, 0, 22, 16, 0, 24, 0, 0, 28, 0, 9, 21, 0, 109, 0, 10, 1, 2, 21, 0, 0, 0, 0, 0, 50, 0, 33, 50, 0, 8, 0, 0, 7, 0, 0, 0, 0, 0, 38, 0, 5, 0, 0, 0, 45, 2, 0, 9, 40, 28, 8, 3]",0,0
146,133,"[758, 481, 274, 178, 198, 198, 198, 198, 198, 198, 216, 0, 0, 26, 122, 0, 0, 127, 0, 93, 57, 128, 92, 62, 0, 107, 0, 0, 15, 57, 58, 77, 1, 51, 0, 78, 37, 60, 46, 53, 76, 0, 0, 80, 62, 0, 80, 55, 22, 198, 198, 198, 0, 0, 198, 268, 31, 30, 0, 0, 0, 10, 0, 35, 0, 15, 63, 61, 275, 0, 0, 444, 43, 0, 0, 0, 0, 0, 24, 16, 0, 18, 79, 0, 20, 0, 43, 0, 393, 0, 0, 6, 1, 0, 24, 12, 0, 0, 0, 0, 48, 75, 40, 40, 0, 4, 0, 23, 8, 0, 0, 0, 108, 28, 19, 0, 13, 0, 0, 0, 0, 1, 0, 4, 34, 12, 7, 0]",0,0
147,43,"[6, 0, 528, 358, 198, 198, 198, 198, 198, 198, 186, 0, 0, 215, 111, 0, 0, 126, 0, 56, 132, 31, 0, 115, 0, 152, 0, 0, 0, 2, 2, 187, 154, 236, 0, 0, 89, 60, 92, 60, 1, 0, 0, 3, 37, 61, 46, 76, 55, 0, 0, 198, 191, 0, 198, 0, 86, 49, 0, 0, 0, 82, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 0, 45, 0, 38, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 61, 60, 45, 68, 198, 198, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 12, 0, 0, 0, 5, 0, 0, 31, 5, 12, 35, 46]",0,17
148,492,"[891, 761, 387, 276, 198, 198, 198, 198, 198, 198, 27, 198, 198, 0, 11, 198, 198, 1, 0, 71, 61, 15, 0, 63, 0, 99, 63, 0, 134, 59, 59, 0, 0, 0, 0, 259, 48, 1, 54, 0, 28, 0, 0, 27, 23, 65, 19, 0, 73, 0, 0, 0, 0, 0, 0, 413, 27, 26, 0, 0, 227, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 172, 0, 0, 0, 35, 32, 0, 15, 261, 0, 28, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 70, 80, 0, 0, 0, 0, 0, 36, 0, 148, 31, 0, 0, 0, 0, 0, 7, 0, 9, 0, 0, 0, 10, 50, 0, 13, 3, 5, 20, 0]",0,0
149,48,"[0, 0, 271, 189, 198, 198, 228, 198, 189, 198, 195, 0, 0, 241, 102, 0, 0, 122, 0, 0, 70, 124, 635, 65, 0, 6, 0, 0, 7, 0, 0, 66, 151, 0, 0, 65, 53, 73, 42, 73, 0, 0, 0, 0, 53, 12, 53, 58, 26, 198, 198, 198, 0, 0, 198, 0, 50, 29, 0, 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 9, 449, 23, 0, 0, 0, 0, 31, 0, 0, 0, 0, 423, 64, 64, 20, 0, 0, 0, 0, 0, 0, 0, 140, 0, 0, 4, 0, 19, 4, 0, 0, 0, 0, 0, 31, 0, 35, 0, 0, 0, 1, 0, 298, 7, 16, 22, 2, 0]",1,151
150,272,"[803, 662, 265, 185, 198, 198, 198, 198, 198, 198, 273, 198, 198, 109, 139, 198, 198, 102, 314, 87, 66, 146, 0, 65, 0, 33, 38, 188, 182, 75, 72, 0, 20, 109, 0, 0, 33, 64, 30, 59, 32, 0, 0, 29, 22, 96, 28, 69, 91, 0, 0, 0, 18, 0, 0, 0, 21, 54, 0, 0, 0, 35, 0, 27, 0, 0, 0, 0, 0, 0, 0, 0, 24, 476, 0, 0, 0, 0, 22, 18, 0, 23, 0, 0, 25, 0, 27, 4, 0, 0, 0, 0, 7, 9, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 32, 300, 0, 0, 0, 0, 14, 0, 8, 0, 0, 0, 22, 66, 0, 8, 1, 3, 5, 0]",0,0
151,300,"[1077, 879, 394, 255, 198, 198, 198, 198, 198, 198, 48, 198, 198, 40, 22, 198, 198, 7, 0, 131, 70, 6, 0, 73, 439, 113, 21, 0, 41, 105, 106, 0, 6, 151, 389, 0, 55, 3, 58, 3, 49, 0, 0, 46, 34, 82, 37, 61, 19, 0, 0, 0, 17, 0, 0, 0, 55, 45, 0, 0, 0, 10, 0, 39, 0, 0, 0, 0, 0, 0, 0, 6, 1, 0, 0, 0, 385, 0, 38, 30, 0, 27, 0, 0, 35, 0, 21, 2, 1, 0, 0, 0, 1, 0, 0, 76, 0, 0, 0, 83, 0, 0, 0, 0, 0, 17, 0, 0, 11, 0, 0, 242, 0, 30, 11, 0, 26, 0, 0, 0, 24, 3, 0, 16, 5, 7, 21, 2]",0,0
152,397,"[11, 2, 659, 575, 198, 198, 198, 198, 198, 198, 190, 198, 198, 0, 107, 198, 198, 123, 0, 0, 132, 19, 0, 136, 0, 107, 44, 0, 9, 0, 0, 128, 0, 0, 0, 158, 114, 67, 102, 67, 1, 0, 0, 4, 30, 0, 40, 44, 44, 0, 0, 0, 0, 0, 0, 0, 44, 69, 0, 0, 0, 0, 389, 63, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 6, 67, 0, 43, 0, 0, 6, 0, 26, 2, 0, 258, 0, 0, 0, 0, 43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 66, 2, 0, 0, 0, 0, 43, 10, 0, 12, 0, 0, 0, 0, 0, 0, 29, 1, 4, 24, 0]",0,0
153,255,"[906, 551, 340, 197, 198, 198, 198, 198, 198, 198, 37, 198, 198, 23, 16, 198, 198, 5, 437, 114, 55, 23, 109, 47, 0, 113, 45, 388, 22, 73, 77, 241, 1, 0, 0, 0, 40, 3, 43, 4, 103, 0, 0, 103, 79, 0, 87, 58, 60, 0, 0, 0, 182, 0, 0, 0, 43, 25, 0, 0, 0, 12, 0, 42, 457, 0, 89, 87, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 21, 8, 0, 24, 0, 0, 22, 0, 28, 4, 0, 0, 297, 8, 2, 0, 101, 0, 0, 0, 0, 83, 50, 0, 34, 51, 0, 12, 0, 0, 7, 0, 0, 0, 0, 0, 15, 0, 7, 0, 0, 0, 0, 2, 0, 4, 25, 19, 2, 59]",0,13
154,106,"[0, 0, 449, 286, 198, 198, 198, 198, 198, 198, 51, 0, 0, 26, 40, 0, 0, 5, 0, 0, 103, 23, 0, 98, 0, 168, 128, 0, 62, 0, 0, 52, 0, 0, 0, 0, 97, 3, 90, 2, 0, 640, 0, 0, 17, 0, 17, 62, 53, 198, 198, 198, 196, 0, 198, 0, 53, 79, 0, 0, 0, 7, 0, 59, 0, 443, 0, 0, 0, 433, 0, 0, 2, 0, 0, 393, 0, 0, 0, 51, 0, 40, 0, 0, 0, 0, 32, 35, 0, 0, 0, 0, 0, 0, 10, 0, 0, 0, 0, 135, 0, 0, 0, 0, 0, 6, 0, 0, 18, 0, 0, 0, 0, 41, 7, 198, 20, 0, 0, 0, 0, 6, 0, 37, 0, 14, 32, 83]",0,0
155,121,"[1395, 1193, 392, 288, 198, 198, 105, 89, 21, 71, 63, 0, 0, 143, 29, 0, 0, 14, 0, 108, 90, 135, 0, 98, 0, 9, 121, 0, 180, 98, 95, 73, 35, 49, 0, 122, 100, 8, 95, 5, 45, 0, 0, 34, 30, 32, 23, 63, 26, 198, 198, 198, 0, 0, 198, 0, 37, 73, 0, 0, 0, 57, 0, 47, 0, 36, 0, 0, 8, 0, 0, 334, 6, 0, 0, 2, 0, 451, 43, 73, 0, 32, 0, 0, 46, 0, 27, 32, 184, 0, 0, 0, 18, 13, 11, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 49, 0, 28, 43, 0, 0, 0, 0, 35, 10, 0, 20, 0, 297, 0, 1, 56, 0, 23, 2, 6, 26, 0]",0,7
156,22,"[118, 78, 96, 64, 198, 198, 198, 198, 198, 198, 10, 0, 0, 239, 6, 0, 0, 1, 0, 3, 24, 116, 0, 35, 0, 51, 0, 0, 48, 2, 1, 0, 149, 77, 0, 0, 24, 3, 23, 0, 6, 0, 0, 0, 5, 56, 1, 60, 33, 0, 0, 0, 0, 1804, 0, 0, 20, 21, 0, 1762, 0, 97, 0, 0, 516, 0, 22, 36, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 4, 12, 0, 13, 0, 0, 3, 0, 21, 0, 0, 0, 343, 6, 58, 54, 0, 37, 198, 198, 0, 34, 0, 0, 0, 0, 0, 7, 0, 0, 16, 0, 87, 0, 0, 11, 3, 0, 13, 26, 0, 0, 17, 16, 0, 9, 0, 1, 11, 0]",0,0
157,120,"[1129, 766, 364, 254, 198, 198, 198, 198, 198, 198, 23, 0, 0, 21, 24, 0, 0, 1, 0, 83, 14, 126, 125, 4, 0, 4, 44, 0, 7, 55, 53, 140, 1, 0, 0, 0, 51, 1, 55, 2, 109, 0, 0, 95, 90, 172, 81, 49, 44, 198, 198, 198, 0, 0, 198, 0, 0, 25, 0, 0, 0, 11, 0, 42, 0, 0, 99, 96, 3, 0, 0, 364, 5, 0, 0, 0, 0, 436, 27, 17, 0, 0, 0, 0, 38, 0, 26, 4, 335, 0, 0, 4, 1, 1, 49, 0, 0, 0, 0, 86, 62, 0, 42, 62, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 10, 0, 282, 0, 73, 0, 0, 14, 29, 1, 14, 0]",0,0
158,73,"[0, 0, 249, 187, 198, 198, 198, 198, 198, 198, 227, 0, 0, 275, 120, 0, 0, 128, 0, 0, 56, 149, 573, 60, 0, 7, 35, 0, 19, 0, 0, 170, 163, 0, 0, 175, 44, 71, 38, 74, 0, 0, 0, 0, 56, 0, 55, 57, 44, 198, 198, 198, 0, 0, 198, 0, 44, 19, 0, 0, 0, 85, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 5, 0, 15, 0, 0, 0, 0, 17, 6, 0, 0, 0, 357, 43, 41, 71, 0, 0, 0, 0, 0, 0, 0, 150, 0, 0, 11, 0, 81, 8, 0, 0, 0, 353, 0, 18, 0, 7, 0, 0, 0, 0, 1, 0, 8, 23, 18, 1, 0]",1,136
159,68,"[10, 0, 536, 386, 198, 198, 198, 198, 198, 198, 243, 0, 0, 161, 110, 0, 0, 148, 0, 0, 115, 150, 0, 108, 0, 9, 307, 0, 0, 0, 0, 0, 22, 0, 0, 270, 75, 70, 76, 67, 5, 0, 457, 4, 29, 0, 29, 66, 65, 198, 198, 0, 0, 0, 0, 0, 79, 9, 0, 0, 0, 56, 0, 52, 0, 364, 1, 0, 0, 0, 273, 0, 30, 0, 0, 181, 0, 0, 2, 49, 0, 37, 0, 0, 3, 0, 32, 150, 0, 0, 0, 0, 17, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 297, 0, 296, 115, 0, 0, 0, 0, 0, 0, 9, 0, 19, 0, 0, 0, 0, 0, 0, 19, 2, 9, 18, 0]",0,16
160,398,"[650, 465, 571, 418, 198, 198, 198, 198, 198, 198, 183, 198, 198, 0, 114, 0, 0, 101, 0, 109, 150, 66, 0, 140, 0, 11, 0, 0, 26, 72, 78, 39, 0, 263, 0, 173, 81, 82, 93, 82, 48, 0, 0, 44, 38, 0, 37, 31, 43, 0, 0, 0, 0, 0, 0, 0, 81, 63, 0, 0, 0, 0, 315, 71, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 48, 47, 0, 42, 0, 0, 47, 0, 14, 0, 0, 227, 0, 0, 0, 0, 3, 119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 0, 54, 10, 0, 0, 0, 0, 39, 9, 0, 41, 0, 0, 0, 0, 0, 0, 23, 4, 11, 36, 0]",0,14
161,84,"[0, 0, 415, 293, 198, 198, 198, 198, 198, 198, 179, 0, 0, 26, 168, 0, 0, 76, 0, 0, 87, 128, 150, 84, 0, 23, 35, 0, 0, 0, 0, 256, 1, 0, 0, 0, 74, 78, 67, 79, 0, 0, 0, 0, 103, 0, 98, 59, 50, 198, 198, 198, 172, 0, 198, 0, 57, 43, 0, 0, 0, 11, 0, 38, 0, 439, 0, 0, 0, 0, 0, 0, 68, 0, 0, 386, 0, 0, 0, 24, 502, 28, 0, 0, 0, 0, 31, 0, 0, 0, 0, 51, 0, 0, 119, 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 29, 0, 17, 0, 0, 0, 0, 0, 331, 10, 22, 38, 9, 48]",0,0
162,319,"[937, 793, 290, 212, 198, 198, 198, 198, 198, 198, 215, 198, 198, 133, 122, 0, 0, 117, 0, 97, 61, 15, 0, 73, 443, 133, 0, 0, 21, 81, 79, 0, 19, 146, 242, 41, 52, 61, 40, 65, 30, 511, 0, 32, 23, 118, 29, 69, 46, 0, 0, 0, 0, 0, 0, 0, 37, 35, 0, 0, 0, 72, 0, 45, 0, 0, 0, 0, 0, 333, 0, 49, 43, 0, 0, 0, 0, 0, 27, 25, 0, 26, 0, 0, 26, 0, 32, 0, 3, 0, 0, 0, 13, 13, 0, 57, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 4, 8, 0, 0, 0, 0, 23, 8, 0, 11, 0, 0, 0, 37, 3, 0, 18, 2, 2, 8, 0]",0,1
163,153,"[508, 431, 346, 222, 198, 198, 198, 198, 198, 198, 194, 198, 198, 38, 103, 119, 42, 127, 0, 32, 84, 33, 0, 80, 0, 211, 180, 0, 32, 26, 25, 180, 2, 0, 0, 219, 63, 68, 66, 67, 38, 0, 0, 35, 25, 0, 23, 69, 50, 0, 0, 178, 0, 0, 100, 0, 48, 41, 88, 0, 0, 15, 0, 48, 0, 20, 0, 0, 547, 0, 0, 602, 35, 0, 0, 1, 0, 0, 0, 37, 0, 27, 0, 12, 0, 0, 25, 44, 515, 0, 0, 0, 2, 0, 37, 0, 0, 0, 0, 0, 0, 298, 0, 0, 0, 19, 0, 64, 14, 0, 0, 0, 0, 36, 9, 0, 9, 0, 0, 0, 0, 2, 0, 21, 2, 7, 22, 0]",0,21
